CharacterID,CharacterName,Description
350,Teriann Kidby,Teriann Kidby is a fearless alchemist who fights against corruption in the kingdom.
351,Audra Blake,Audra Blake is a pragmatic scholar who keeps breaking the rules.
352,Felic Dowsett,Felic Dowsett is a quiet scout who keeps breaking the rules.
353,Lezlie Perdue,Lezlie Perdue is a charismatic warrior who is chased by powerful enemies.
354,Reyna Simonds,Reyna Simonds is a cold-blooded hunter who researches forbidden magic.
355,Selle Greatorex,Selle Greatorex is a quiet warrior who researches forbidden magic.
356,Gabe Kubczak,Gabe Kubczak is a wise strategist who researches forbidden magic.
357,Egan Sherbrook,Egan Sherbrook is a charismatic scout who works as a double agent.
358,Ardella Dumblton,Ardella Dumblton is a loyal hunter who works as a double agent.
359,Jamima Blake,Jamima Blake is a wise hunter who works as a double agent.
360,Bill Keelan,Bill Keelan is a cunning alchemist who hides a dangerous secret.
361,Kriste Como,Kriste Como is a stubborn scholar who is chased by powerful enemies.
362,Ringo Maling,Ringo Maling is a stubborn healer who protects a forgotten city.
363,Kienan Gaymer,Kienan Gaymer is a cold-blooded captain who protects a forgotten city.
364,Domini Dowsett,Domini Dowsett is a mysterious scholar who keeps breaking the rules.
365,Randal Downham,Randal Downham is a mysterious commander who is chased by powerful enemies.
366,Deb Sabie,Deb Sabie is a reckless mage who seeks redemption for past mistakes.
367,Inessa Eagle,Inessa Eagle is a quiet inventor who hides a dangerous secret.
368,Luisa Ranby,Luisa Ranby is a cunning guardian who guards an ancient artifact.
369,Krissy Froggatt,Krissy Froggatt is a reckless spy who guards an ancient artifact.
370,Raymund Simonds,Raymund Simonds is a loyal commander who researches forbidden magic.
371,Ringo Deverson,Ringo Deverson is a cunning guardian who hunts ancient relics.
372,Kirbie Greatorex,Kirbie Greatorex is a loyal scout who guards an ancient artifact.
373,Kay Eagle,Kay Eagle is a idealistic scout who protects a forgotten city.
374,Taffy Woolcocks,Taffy Woolcocks is a reckless commander who hunts ancient relics.
375,Nilson Riccardelli,Nilson Riccardelli is a charismatic alchemist who searches for a lost sibling.
376,Rora Elkin,Rora Elkin is a loyal commander who protects a forgotten city.
377,Carolina Paoli,Carolina Paoli is a idealistic healer who keeps breaking the rules.
378,Jessalin Lea,Jessalin Lea is a mysterious scout who owes a debt to a powerful clan.
379,Nilson Dedenham,Nilson Dedenham is a reckless ranger who guards an ancient artifact.
380,Aurelia Treadger,Aurelia Treadger is a ruthless commander who seeks redemption for past mistakes.
381,Clary Turfin,Clary Turfin is a ruthless strategist who owes a debt to a powerful clan.
382,Connor Arguile,Connor Arguile is a enigmatic hunter who hides a dangerous secret.
383,Larissa Inglefield,Larissa Inglefield is a ruthless assassin who searches for a lost sibling.
384,Car Gaymer,Car Gaymer is a loyal commander who owes a debt to a powerful clan.
385,Piggy Jewers,Piggy Jewers is a cold-blooded warrior who guards an ancient artifact.
386,Raymund Elkin,Raymund Elkin is a brilliant commander who works as a double agent.
387,Felic Jewers,Felic Jewers is a ruthless warrior who hunts ancient relics.
388,Selle Inglefield,Selle Inglefield is a charismatic mage who hides a dangerous secret.
389,Astra Drugan,Astra Drugan is a fearless commander who tries to keep the team together.
390,Ringo Gaymer,Ringo Gaymer is a stubborn assassin who hides a dangerous secret.
391,Cassian Froggatt,Cassian Froggatt is a stubborn scholar who is chased by powerful enemies.
392,Laverna Poulglais,Laverna Poulglais is a idealistic hunter who owes a debt to a powerful clan.
393,Donetta Kither,Donetta Kither is a quiet inventor who is haunted by old memories.
394,Brett Kilgrove,Brett Kilgrove is a cunning strategist who keeps breaking the rules.
395,Brennan Delahunt,Brennan Delahunt is a enigmatic ranger who is haunted by old memories.
396,Phaidra Wakely,Phaidra Wakely is a pragmatic commander who is chased by powerful enemies.
397,Gwendolen Needs,Gwendolen Needs is a mysterious mage who researches forbidden magic.
398,Bruno Goulthorp,Bruno Goulthorp is a fearless assassin who works as a double agent.
399,Sergio Arthey,Sergio Arthey is a ruthless strategist who owes a debt to a powerful clan.
400,Pren Keelan,Pren Keelan is a pragmatic alchemist who owes a debt to a powerful clan.
401,Sanson Keelan,Sanson Keelan is a ruthless captain who hunts ancient relics.
402,Benedict Sheilds,Benedict Sheilds is a wise captain who hunts ancient relics.
403,Amalle Nolton,Amalle Nolton is a pragmatic strategist who hunts ancient relics.
404,Hadrian Sidery,Hadrian Sidery is a brilliant hunter who is chased by powerful enemies.
405,Selle Nunson,Selle Nunson is a brilliant captain who works as a double agent.
406,Agatha Kearton,Agatha Kearton is a cunning spy who hunts ancient relics.
407,Mariquilla Gatley,Mariquilla Gatley is a cunning alchemist who owes a debt to a powerful clan.
408,Jamima Delahunt,Jamima Delahunt is a loyal mage who seeks redemption for past mistakes.
409,Carolina Kersaw,Carolina Kersaw is a stubborn hunter who works as a double agent.
410,Dennet Blake,Dennet Blake is a idealistic ranger who searches for a lost sibling.
411,Kaleb Doni,Kaleb Doni is a charismatic spy who researches forbidden magic.
412,Kaleb Van de Vlies,Kaleb Van de Vlies is a cold-blooded guardian who protects a forgotten city.
413,Darcie Mugridge,Darcie Mugridge is a quiet agent who is haunted by old memories.
414,Dela Gillease,Dela Gillease is a loyal warrior who researches forbidden magic.
415,Zorian Eagle,Zorian Eagle is a quiet assassin who guards an ancient artifact.
416,Merrily Arguile,Merrily Arguile is a pragmatic assassin who owes a debt to a powerful clan.
417,Pren Kubczak,Pren Kubczak is a charismatic guardian who is haunted by old memories.
418,Lezlie Shreenan,Lezlie Shreenan is a fearless assassin who searches for a lost sibling.
419,Adria Gaymer,Adria Gaymer is a wise scholar who tries to keep the team together.
420,Reyna Drugan,Reyna Drugan is a quiet inventor who researches forbidden magic.
421,Bard Lowrie,Bard Lowrie is a enigmatic strategist who tries to keep the team together.
422,Cherianne Fairrie,Cherianne Fairrie is a wise hunter who is haunted by old memories.
423,Clementius Gisbey,Clementius Gisbey is a cunning strategist who researches forbidden magic.
424,Sanson Heaton,Sanson Heaton is a loyal mage who hides a dangerous secret.
425,Selle Froggatt,Selle Froggatt is a reckless ranger who leads a rebel group in the shadows.
426,Nyssa Sabie,Nyssa Sabie is a cold-blooded mage who tries to keep the team together.
427,Amalle Gatley,Amalle Gatley is a wise captain who fights against corruption in the kingdom.
428,Ave Froggatt,Ave Froggatt is a mysterious spy who is chased by powerful enemies.
429,Emily Bosdet,Emily Bosdet is a cold-blooded guardian who guards an ancient artifact.
430,Roldan Sheilds,Roldan Sheilds is a fearless alchemist who searches for a lost sibling.
431,Gerhardt Riccardelli,Gerhardt Riccardelli is a mysterious alchemist who leads a rebel group in the shadows.
432,Gus Eagle,Gus Eagle is a loyal agent who works as a double agent.
433,Lisbeth Turfin,Lisbeth Turfin is a fearless commander who seeks redemption for past mistakes.
434,Car Van de Vlies,Car Van de Vlies is a enigmatic assassin who keeps breaking the rules.
435,Lisbeth Keelan,Lisbeth Keelan is a fearless inventor who protects a forgotten city.
436,Hadrian Pechan,Hadrian Pechan is a pragmatic healer who hunts ancient relics.
437,Mallorie Kearton,Mallorie Kearton is a fearless hunter who tries to keep the team together.
438,Liam Dowsett,Liam Dowsett is a cold-blooded captain who owes a debt to a powerful clan.
439,Kay Brunelleschi,Kay Brunelleschi is a cold-blooded strategist who is chased by powerful enemies.
440,Cos Daynter,Cos Daynter is a reckless agent who leads a rebel group in the shadows.
441,Adelind McNickle,Adelind McNickle is a brilliant mage who hunts ancient relics.
442,Gisella Charpling,Gisella Charpling is a wise ranger who tries to keep the team together.
443,Adelind Wedgbrow,Adelind Wedgbrow is a charismatic alchemist who owes a debt to a powerful clan.
444,Bond Gleder,Bond Gleder is a pragmatic mage who owes a debt to a powerful clan.
445,Aurelia Getcliff,Aurelia Getcliff is a cunning scout who searches for a lost sibling.
446,Carolina Leonida,Carolina Leonida is a cold-blooded captain who fights against corruption in the kingdom.
447,Alisha Vigne,Alisha Vigne is a enigmatic strategist who keeps breaking the rules.
448,Bond Pechan,Bond Pechan is a cunning inventor who hides a dangerous secret.
449,Nilson Downham,Nilson Downham is a mysterious healer who is chased by powerful enemies.
450,Jessalin Ranby,Jessalin Ranby is a reckless captain who researches forbidden magic.
451,Dela Dally,Dela Dally is a fearless scholar who protects a forgotten city.
452,Clementius Doni,Clementius Doni is a fearless guardian who hides a dangerous secret.
453,Pren Sidery,Pren Sidery is a charismatic healer who is chased by powerful enemies.
454,Ave Allaker,Ave Allaker is a charismatic healer who owes a debt to a powerful clan.
455,Piggy Heaton,Piggy Heaton is a charismatic assassin who hunts ancient relics.
456,Nappie Arthey,Nappie Arthey is a wise inventor who is haunted by old memories.
457,Nadeen Blake,Nadeen Blake is a mysterious warrior who hides a dangerous secret.
458,Jaclin Yves,Jaclin Yves is a reckless mage who keeps breaking the rules.
459,Dasya Needs,Dasya Needs is a brilliant alchemist who seeks redemption for past mistakes.
460,Lisbeth Dumblton,Lisbeth Dumblton is a quiet scholar who searches for a lost sibling.
461,Inessa Johann,Inessa Johann is a wise commander who fights against corruption in the kingdom.
462,Audra Perdue,Audra Perdue is a mysterious alchemist who seeks redemption for past mistakes.
463,Clementius Djordjevic,Clementius Djordjevic is a brilliant strategist who searches for a lost sibling.
464,Georgine Renzini,Georgine Renzini is a idealistic agent who keeps breaking the rules.
465,Jasmine Drugan,Jasmine Drugan is a stubborn hunter who tries to keep the team together.
466,Lezlie Turfin,Lezlie Turfin is a idealistic inventor who hunts ancient relics.
467,Ave Arthey,Ave Arthey is a pragmatic agent who fights against corruption in the kingdom.
468,Odette Jewers,Odette Jewers is a ruthless agent who hides a dangerous secret.
469,Ardella Wakely,Ardella Wakely is a brilliant inventor who is chased by powerful enemies.
470,Bucky Jewers,Bucky Jewers is a loyal scholar who guards an ancient artifact.
471,Alisha Downham,Alisha Downham is a charismatic warrior who tries to keep the team together.
472,Randal Wedgbrow,Randal Wedgbrow is a cold-blooded inventor who hunts ancient relics.
473,Hadrian Sonnenschein,Hadrian Sonnenschein is a quiet guardian who keeps breaking the rules.
474,Maitilde Sidery,Maitilde Sidery is a fearless captain who is chased by powerful enemies.
475,Benedict Getcliff,Benedict Getcliff is a brilliant guardian who guards an ancient artifact.
476,Mari Simonds,Mari Simonds is a mysterious inventor who guards an ancient artifact.
477,Odette Fairrie,Odette Fairrie is a ruthless assassin who is haunted by old memories.
478,Hannis Needs,Hannis Needs is a wise scholar who is haunted by old memories.
479,Nadeen Blythe,Nadeen Blythe is a wise strategist who hides a dangerous secret.
480,Emily Como,Emily Como is a enigmatic ranger who hunts ancient relics.
481,Micaela Froggatt,Micaela Froggatt is a charismatic hunter who keeps breaking the rules.
482,Oralle Greatorex,Oralle Greatorex is a charismatic captain who is chased by powerful enemies.
483,Kim Kither,Kim Kither is a reckless agent who seeks redemption for past mistakes.
484,Car Tippin,Car Tippin is a cunning scholar who is chased by powerful enemies.
485,Jasmine Maling,Jasmine Maling is a wise alchemist who fights against corruption in the kingdom.
486,Dixie Keelan,Dixie Keelan is a brilliant scout who leads a rebel group in the shadows.
487,Maitilde Bosdet,Maitilde Bosdet is a charismatic mage who researches forbidden magic.
488,Kally Nise,Kally Nise is a cunning spy who researches forbidden magic.
489,Kriste Blythe,Kriste Blythe is a fearless alchemist who leads a rebel group in the shadows.
490,Domini Dally,Domini Dally is a mysterious hunter who works as a double agent.
491,Starlene Makin,Starlene Makin is a quiet scholar who searches for a lost sibling.
492,Jamima Shreenan,Jamima Shreenan is a wise alchemist who researches forbidden magic.
493,Clary Kleinerman,Clary Kleinerman is a charismatic healer who researches forbidden magic.
494,Larissa Needs,Larissa Needs is a reckless scholar who is haunted by old memories.
495,Kally Kilgrove,Kally Kilgrove is a cold-blooded commander who hides a dangerous secret.
496,Elmer Lemery,Elmer Lemery is a idealistic agent who researches forbidden magic.
497,Clementius Arthey,Clementius Arthey is a mysterious scout who seeks redemption for past mistakes.
498,Agatha Yves,Agatha Yves is a brilliant scout who keeps breaking the rules.
499,Terra Kearton,Terra Kearton is a cunning warrior who hunts ancient relics.
500,Randal Bosdet,Randal Bosdet is a quiet spy who searches for a lost sibling.
501,Rora Leonida,Rora Leonida is a wise scout who owes a debt to a powerful clan.
502,Dennet Ardy,Dennet Ardy is a fearless assassin who protects a forgotten city.
503,Neill Jewers,Neill Jewers is a cunning alchemist who protects a forgotten city.
504,Astra Mugridge,Astra Mugridge is a reckless assassin who guards an ancient artifact.
505,Rora Goulthorp,Rora Goulthorp is a pragmatic hunter who fights against corruption in the kingdom.
506,Kaleb Warwick,Kaleb Warwick is a pragmatic hunter who is chased by powerful enemies.
507,Helga McKeran,Helga McKeran is a fearless scout who hides a dangerous secret.
508,Deb McBrearty,Deb McBrearty is a cold-blooded guardian who seeks redemption for past mistakes.
509,Pearla Gisbey,Pearla Gisbey is a idealistic mage who seeks redemption for past mistakes.
